Row ID,Order ID,Order Date,Ship Date,Ship Mode,Order Priority,Customer ID,Customer Name,Customer Tenure Group,Customer Age Group,Segment,Country,City,State,Postal Code,Region,Sales Channel,Payment Method,Returned,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Delivery Days,Order Year,Order Month,Month Name,Year-Month,Quarter,Profit Margin %,Revenue Per Unit,Order Value Segment,Profit Status,Sales Capped,Profit Capped
268,CA-2023-100267,2023-09-03,2023-09-06,First Class,Medium,CUST-9033,Abdullah Ahmed,1-2 Years,26-35,Home Office,United States,Richmond,Virginia,23219.0,South,Online,Cash on Delivery,No,TEC-CO-3003,Technology,Copiers,Laser Copier,5500.0,5,0.0,254.38,3,2023,9,Sep,2023-09,2023Q3,4.625090909090909,1100.0,Premium,Profitable,5500.0,254.38
269,CA-2025-100268,2025-11-28,2025-11-29,Standard Class,Low,CUST-1062,Hina Siddiqui,3-5 Years,26-35,Consumer,United States,Boston,Massachusetts,2108.0,East,Retail Store,Credit Card,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,794.02,2,0.0,144.34,1,2025,11,Nov,2025-11,2025Q4,18.178383416034862,397.01,High,Profitable,794.02,144.34
270,CA-2025-100269,2025-01-28,2025-01-29,First Class,Medium,CUST-8829,Noor Iqbal,New,46-60,Home Office,United States,Richmond,Virginia,23219.0,South,Online,Credit Card,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,71.37,1,0.0,12.47,1,2025,1,Jan,2025-01,2025Q1,17.47232730839288,71.37,Very Low,Profitable,71.37,12.47
271,CA-2024-100270,2024-06-21,2024-06-23,First Class,Low,CUST-8352,Fatima Rana,3-5 Years,26-35,Consumer,United States,Nashville,Tennessee,37201.0,South,Partner Reseller,PayPal,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,362.22,1,0.0,37.42,2,2024,6,Jun,2024-06,2024Q2,10.330738225387885,362.22,Medium,Profitable,362.22,37.42
272,CA-2025-100271,2025-07-09,2025-07-18,First Class,Medium,CUST-7915,Ahmed Ahmed,3-5 Years,26-35,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Retail Store,Credit Card,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,105.58,1,0.3,1.91,9,2025,7,Jul,2025-07,2025Q3,1.809054745216897,105.58,Low,Profitable,105.58,1.91
273,CA-2024-100272,2024-02-12,2024-02-16,Second Class,Medium,CUST-9326,Mariam Nawaz,1-2 Years,26-35,Consumer,United States,San Francisco,California,94102.0,West,Retail Store,Credit Card,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,79.11,8,0.05,5.35,4,2024,2,Feb,2024-02,2024Q1,6.76273543167741,9.88875,Very Low,Profitable,79.11,5.35
274,CA-2024-100273,2024-06-08,2024-06-17,First Class,High,CUST-4644,Ahmed Ahmed,New,36-45,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Corporate Portal,PayPal,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,56.63,1,0.05,4.67,9,2024,6,Jun,2024-06,2024Q2,8.246512449231854,56.63,Very Low,Profitable,56.63,4.67
275,CA-2025-100274,2025-04-07,2025-04-10,Second Class,High,CUST-5970,Hassaan Attari,New,36-45,Consumer,United States,Atlanta,Georgia,30301.0,South,Retail Store,Bank Transfer,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,271.76,2,0.0,22.48,3,2025,4,Apr,2025-04,2025Q2,8.272004710038269,135.88,Low,Profitable,271.76,22.48
276,CA-2025-100275,2025-06-21,2025-06-24,First Class,High,CUST-9003,Mariam Nawaz,1-2 Years,36-45,Consumer,United States,San Francisco,California,94102.0,West,Online,Bank Transfer,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,64.69,3,0.0,12.81,3,2025,6,Jun,2025-06,2025Q2,19.802133250888858,21.563333333333333,Very Low,Profitable,64.69,12.81
277,CA-2023-100276,2023-02-05,2023-02-09,Second Class,Medium,CUST-4278,Faraha Attari,New,26-35,Corporate,United States,New York City,New York,10001.0,East,Online,Credit Card,No,OFF-AR-2004,Office Supplies,Art,Marker Set,47.16,3,0.2,7.8,4,2023,2,Feb,2023-02,2023Q1,16.539440203562343,15.719999999999999,Very Low,Profitable,47.16,7.8
278,CA-2024-100277,2024-11-15,2024-11-18,First Class,Medium,CUST-8296,Ahmed Ahmed,New,36-45,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Online,Bank Transfer,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,422.72,8,0.15,54.94,3,2024,11,Nov,2024-11,2024Q4,12.99678274034822,52.84,Medium,Profitable,422.72,54.94
279,CA-2023-100278,2023-01-20,2023-01-22,Same Day,Medium,CUST-4074,Omar Nawaz,New,46-60,Corporate,United States,Boston,Massachusetts,2108.0,East,Corporate Portal,Bank Transfer,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,109.25,1,0.2,-1.69,2,2023,1,Jan,2023-01,2023Q1,-1.5469107551487413,109.25,Low,Loss-Making,109.25,-1.69
280,CA-2023-100279,2023-11-17,2023-11-22,Second Class,Low,CUST-9312,Hamza Attari,3-5 Years,26-35,Corporate,United States,Nashville,Tennessee,37201.0,South,Corporate Portal,Credit Card,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,233.24,4,0.1,43.79,5,2023,11,Nov,2023-11,2023Q4,18.774652718230147,58.31,Low,Profitable,233.24,43.79
281,CA-2024-100280,2024-05-26,2024-05-28,Same Day,High,CUST-8552,Noor Khan,New,26-35,Home Office,United States,Atlanta,Georgia,30301.0,South,Partner Reseller,Credit Card,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,69.31,5,0.05,14.57,2,2024,5,May,2024-05,2024Q2,21.02149761939114,13.862,Very Low,Profitable,69.31,14.57
282,CA-2024-100281,2024-02-04,2024-02-09,First Class,Medium,CUST-2637,Fatima Malik,3-5 Years,46-60,Corporate,United States,St. Louis,Missouri,63101.0,Central,Online,Bank Transfer,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,78.61,9,0.1,13.03,5,2024,2,Feb,2024-02,2024Q1,16.575499300343466,8.734444444444444,Very Low,Profitable,78.61,13.03
283,CA-2024-100282,2024-10-15,2024-10-20,Second Class,Medium,CUST-6103,Faraha Butt,New,26-35,Corporate,United States,New York City,New York,10001.0,East,Online,Cash on Delivery,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,75.61,5,0.05,8.07,5,2024,10,Oct,2024-10,2024Q4,10.673191376802011,15.122,Very Low,Profitable,75.61,8.07
284,CA-2025-100283,2025-08-29,2025-08-31,Second Class,Medium,CUST-1644,Abdullah Rauf,3-5 Years,26-35,Consumer,United States,St. Louis,Missouri,63101.0,Central,Online,Cash on Delivery,No,OFF-AR-2004,Office Supplies,Art,Marker Set,61.62,7,0.25,0.38,2,2025,8,Aug,2025-08,2025Q3,0.6166828951639078,8.802857142857142,Very Low,Profitable,61.62,0.38
285,CA-2024-100284,2024-04-15,2024-04-16,Same Day,Medium,CUST-3032,Ahmed Siddiqui,New,18-25,Consumer,United States,Detroit,Michigan,48201.0,Central,Retail Store,Credit Card,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,10.68,1,0.0,1.36,1,2024,4,Apr,2024-04,2024Q2,12.734082397003746,10.68,Very Low,Profitable,10.68,1.36
286,CA-2025-100285,2025-04-13,2025-04-19,Same Day,Critical,CUST-3761,Sara Rauf,3-5 Years,26-35,Home Office,United States,St. Louis,Missouri,63101.0,Central,Online,PayPal,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,350.44,3,0.15,40.31,6,2025,4,Apr,2025-04,2025Q2,11.50268234219838,116.81333333333333,Medium,Profitable,350.44,40.31
287,CA-2024-100286,2024-12-27,2024-12-31,Second Class,Medium,CUST-3068,Hassaan Attari,1-2 Years,26-35,Consumer,United States,Atlanta,Georgia,30301.0,South,Online,PayPal,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,2505.87,3,0.0,352.9,4,2024,12,Dec,2024-12,2024Q4,14.082933272675756,835.29,Premium,Profitable,2505.87,352.9
288,CA-2025-100287,2025-05-03,2025-05-04,Second Class,Medium,CUST-1241,Ahmed Siddiqui,1-2 Years,18-25,Consumer,United States,St. Louis,Missouri,63101.0,Central,Retail Store,PayPal,No,TEC-MA-3004,Technology,Machines,Document Scanner,853.43,8,0.15,82.05,1,2025,5,May,2025-05,2025Q2,9.614145272605839,106.67875,High,Profitable,853.43,82.05
289,CA-2023-100288,2023-02-20,2023-03-02,Second Class,Medium,CUST-3668,Zain Siddiqui,New,46-60,Home Office,United States,New York City,New York,10001.0,East,Online,Bank Transfer,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,211.79,1,0.3,-16.7,10,2023,2,Feb,2023-02,2023Q1,-7.885169271448132,211.79,Low,Loss-Making,211.79,-16.7
290,CA-2024-100289,2024-07-28,2024-07-29,Second Class,Critical,CUST-1802,Hamza Attari,1-2 Years,36-45,Corporate,United States,Nashville,Tennessee,37201.0,South,Retail Store,Credit Card,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,38.14,1,0.15,3.37,1,2024,7,Jul,2024-07,2024Q3,8.835867855270058,38.14,Very Low,Profitable,38.14,3.37
291,CA-2023-100290,2023-05-30,2023-06-04,Same Day,Medium,CUST-6059,Ayesha Malik,New,36-45,Corporate,United States,Nashville,Tennessee,37201.0,South,Online,PayPal,No,OFF-AR-2004,Office Supplies,Art,Marker Set,5.12,2,0.1,0.01,5,2023,5,May,2023-05,2023Q2,0.1953125,2.56,Very Low,Profitable,5.1332,0.01
292,CA-2023-100291,2023-11-10,2023-11-20,First Class,Medium,CUST-1195,Hamza Hassan,1-2 Years,26-35,Home Office,United States,Chicago,Illinois,60601.0,Central,Online,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,461.96,1,0.3,79.53,10,2023,11,Nov,2023-11,2023Q4,17.21577625768465,461.96,Medium,Profitable,461.96,79.53
293,CA-2024-100292,2024-07-23,2024-07-25,Second Class,Low,CUST-3187,Mariam Qureshi,New,36-45,Consumer,United States,St. Louis,Missouri,63101.0,Central,Online,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,542.57,2,0.15,34.71,2,2024,7,Jul,2024-07,2024Q3,6.397331219934754,271.285,Medium,Profitable,542.57,34.71
294,CA-2023-100293,2023-11-01,2023-11-03,Standard Class,High,CUST-3330,Mariam Siddiqui,1-2 Years,26-35,Home Office,United States,Phoenix,Arizona,85001.0,West,Corporate Portal,Bank Transfer,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,3956.51,10,0.0,471.7,2,2023,11,Nov,2023-11,2023Q4,11.922123285420735,395.651,Premium,Profitable,3956.51,471.7
295,CA-2024-100294,2024-11-12,2024-11-14,Standard Class,Medium,CUST-5841,Mariam Nawaz,New,46-60,Consumer,United States,Atlanta,Georgia,30301.0,South,Online,Cash on Delivery,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,907.61,3,0.0,124.42,2,2024,11,Nov,2024-11,2024Q4,13.708531197320434,302.5366666666667,High,Profitable,907.61,124.42
296,CA-2025-100295,2025-04-17,2025-04-20,Second Class,Medium,CUST-4606,Ammar Rauf,New,46-60,Consumer,United States,San Francisco,California,94102.0,West,Online,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,865.01,5,0.15,76.83,3,2025,4,Apr,2025-04,2025Q2,8.881978243026092,173.002,High,Profitable,865.01,76.83
297,CA-2025-100296,2025-12-13,2025-12-15,Second Class,High,CUST-9468,Ammar Qureshi,3-5 Years,36-45,Home Office,United States,Charlotte,North Carolina,28201.0,South,Online,Bank Transfer,No,OFF-AR-2004,Office Supplies,Art,Marker Set,82.76,6,0.2,3.05,2,2025,12,Dec,2025-12,2025Q4,3.685355244079265,13.793333333333335,Very Low,Profitable,82.76,3.05
298,CA-2025-100297,2025-09-29,2025-10-04,Second Class,Critical,CUST-1060,Hassaan Attari,5+ Years,26-35,Consumer,United States,Seattle,Washington,98101.0,West,Online,Credit Card,Yes,TEC-PH-3001,Technology,Phones,Smart Office Phone,855.53,3,0.05,27.9,5,2025,9,Sep,2025-09,2025Q3,3.2611363716059047,285.1766666666667,High,Profitable,855.53,27.9
299,CA-2024-100298,2024-03-19,2024-03-20,First Class,Medium,CUST-4927,Abdullah Siddiqui,1-2 Years,46-60,Consumer,United States,Boston,Massachusetts,2108.0,East,Corporate Portal,PayPal,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,94.94,1,0.05,14.08,1,2024,3,Mar,2024-03,2024Q1,14.83041921213398,94.94,Very Low,Profitable,94.94,14.08
300,CA-2024-100299,2024-09-04,2024-09-08,First Class,High,CUST-7296,Iqra Hassan,3-5 Years,26-35,Home Office,United States,Richmond,Virginia,23219.0,South,Online,Bank Transfer,No,TEC-CO-3003,Technology,Copiers,Laser Copier,1733.67,2,0.4,-119.86,4,2024,9,Sep,2024-09,2024Q3,-6.913657155052576,866.835,Premium,Loss-Making,1733.67,-119.86
301,CA-2025-100300,2025-09-19,2025-09-29,Standard Class,Low,CUST-3591,Ayesha Khan,1-2 Years,18-25,Corporate,United States,Minneapolis,Minnesota,55401.0,Central,Corporate Portal,Credit Card,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,59.52,2,0.0,7.83,10,2025,9,Sep,2025-09,2025Q3,13.155241935483872,29.76,Very Low,Profitable,59.52,7.83
302,CA-2023-100301,2023-09-21,2023-09-27,Standard Class,High,CUST-9758,Danish Rana,1-2 Years,18-25,Corporate,United States,Columbus,Ohio,43215.0,East,Online,Credit Card,No,OFF-AR-2004,Office Supplies,Art,Marker Set,96.3,5,0.05,4.59,6,2023,9,Sep,2023-09,2023Q3,4.766355140186916,19.259999999999998,Very Low,Profitable,96.3,4.59
303,CA-2025-100302,2025-12-12,2025-12-17,Second Class,Medium,CUST-7121,Hassaan Hassan,New,60+,Home Office,United States,Philadelphia,Pennsylvania,19104.0,East,Corporate Portal,Credit Card,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,188.65,3,0.0,38.39,5,2025,12,Dec,2025-12,2025Q4,20.34985422740525,62.88333333333333,Low,Profitable,188.65,38.39
304,CA-2025-100303,2025-09-30,2025-10-03,Same Day,Medium,CUST-2200,Fatima Rana,New,26-35,Corporate,United States,Richmond,Virginia,23219.0,South,Corporate Portal,Credit Card,No,TEC-CO-3003,Technology,Copiers,Laser Copier,746.51,1,0.2,63.61,3,2025,9,Sep,2025-09,2025Q3,8.520984313672958,746.51,High,Profitable,746.51,63.61
305,CA-2023-100304,2023-01-05,2023-01-10,First Class,High,CUST-3854,Ayesha Rauf,5+ Years,46-60,Corporate,United States,Los Angeles,California,90001.0,West,Retail Store,Credit Card,No,TEC-CO-3003,Technology,Copiers,Laser Copier,3544.79,4,0.0,484.09,5,2023,1,Jan,2023-01,2023Q1,13.656380208700655,886.1975,Premium,Profitable,3544.79,484.09
306,CA-2025-100305,2025-02-12,2025-02-16,First Class,High,CUST-8024,Fatima Rana,1-2 Years,26-35,Consumer,United States,Chicago,Illinois,60601.0,Central,Retail Store,PayPal,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,1649.99,9,0.15,470.22,4,2025,2,Feb,2025-02,2025Q1,28.498354535482033,183.3322222222222,Premium,Profitable,1649.99,470.22
307,CA-2025-100306,2025-05-26,2025-05-29,First Class,Medium,CUST-7972,Hassaan Chaudhry,3-5 Years,26-35,Consumer,United States,Columbus,Ohio,43215.0,East,Online,Credit Card,Yes,TEC-CO-3003,Technology,Copiers,Laser Copier,5500.0,7,0.0,380.11,3,2025,5,May,2025-05,2025Q2,6.91109090909091,785.7142857142857,Premium,Profitable,5500.0,380.11
308,CA-2025-100307,2025-09-18,2025-09-20,Same Day,High,CUST-1136,Mariam Nawaz,1-2 Years,36-45,Consumer,United States,St. Louis,Missouri,63101.0,Central,Retail Store,PayPal,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,187.0,7,0.15,10.33,2,2025,9,Sep,2025-09,2025Q3,5.524064171122995,26.714285714285715,Low,Profitable,187.0,10.33
309,CA-2025-100308,2025-06-02,2025-06-09,Same Day,Low,CUST-2029,Hassaan Hassan,1-2 Years,26-35,Corporate,United States,Columbus,Ohio,43215.0,East,Online,Credit Card,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,2006.62,6,0.25,-177.13,7,2025,6,Jun,2025-06,2025Q2,-8.827281697581007,334.43666666666667,Premium,Loss-Making,2006.62,-177.13
310,CA-2023-100309,2023-02-16,2023-02-20,Standard Class,High,CUST-3594,Mariam Nawaz,1-2 Years,36-45,Consumer,United States,Atlanta,Georgia,30301.0,South,Online,Bank Transfer,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,516.03,2,0.05,106.78,4,2023,2,Feb,2023-02,2023Q1,20.69259539174079,258.015,Medium,Profitable,516.03,106.78
311,CA-2025-100310,2025-05-16,2025-05-18,First Class,Medium,CUST-8206,Bilal Hassan,1-2 Years,36-45,Consumer,United States,San Francisco,California,94102.0,West,Corporate Portal,Bank Transfer,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,110.21,6,0.1,10.08,2,2025,5,May,2025-05,2025Q2,9.146175483168498,18.368333333333332,Low,Profitable,110.21,10.08
312,CA-2025-100311,2025-04-02,2025-04-05,Standard Class,Low,CUST-1661,Abdullah Qureshi,New,36-45,Home Office,United States,Seattle,Washington,98101.0,West,Online,Credit Card,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,23.22,1,0.05,4.18,3,2025,4,Apr,2025-04,2025Q2,18.001722652885444,23.22,Very Low,Profitable,23.22,4.18
313,CA-2025-100312,2025-07-24,2025-07-27,Standard Class,High,CUST-3472,Ali Chaudhry,1-2 Years,36-45,Corporate,United States,Miami,Florida,33101.0,South,Corporate Portal,Bank Transfer,No,TEC-MA-3004,Technology,Machines,Document Scanner,2052.79,5,0.05,238.09,3,2025,7,Jul,2025-07,2025Q3,11.59836125468265,410.558,Premium,Profitable,2052.79,238.09
314,CA-2024-100313,2024-10-17,2024-10-23,First Class,Medium,CUST-1086,Ammar Rauf,1-2 Years,18-25,Consumer,United States,Chicago,Illinois,60601.0,Central,Online,Credit Card,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,1449.69,5,0.2,75.51,6,2024,10,Oct,2024-10,2024Q4,5.208699790989798,289.938,High,Profitable,1449.69,75.51
315,CA-2023-100314,2023-09-26,2023-10-02,First Class,Medium,CUST-7219,Zain Siddiqui,5+ Years,26-35,Home Office,United States,St. Louis,Missouri,63101.0,Central,Retail Store,PayPal,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,442.26,1,0.0,-43.81,6,2023,9,Sep,2023-09,2023Q3,-9.905937683715463,442.26,Medium,Loss-Making,442.26,-43.81
316,CA-2024-100315,2024-01-05,2024-01-11,First Class,Medium,CUST-9143,Danish Rana,1-2 Years,18-25,Corporate,United States,New York City,New York,10001.0,East,Partner Reseller,Bank Transfer,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,437.7,6,0.2,6.97,6,2024,1,Jan,2024-01,2024Q1,1.5924148960475213,72.95,Medium,Profitable,437.7,6.97
317,CA-2024-100316,2024-09-27,2024-09-28,Second Class,Medium,CUST-7968,Noor Iqbal,3-5 Years,26-35,Home Office,United States,Richmond,Virginia,23219.0,South,Retail Store,Bank Transfer,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,5500.0,8,0.0,168.44,1,2024,9,Sep,2024-09,2024Q3,3.0625454545454547,687.5,Premium,Profitable,5500.0,168.44
318,CA-2024-100317,2024-10-18,2024-10-21,Second Class,High,CUST-3773,Faraha Attari,New,46-60,Corporate,United States,New York City,New York,10001.0,East,Retail Store,Credit Card,No,OFF-AR-2004,Office Supplies,Art,Marker Set,28.12,2,0.0,2.63,3,2024,10,Oct,2024-10,2024Q4,9.352773826458035,14.06,Very Low,Profitable,28.12,2.63
319,CA-2023-100318,2023-04-30,2023-05-04,Same Day,Medium,CUST-2700,Fatima Rana,New,36-45,Corporate,United States,Seattle,Washington,98101.0,West,Retail Store,Credit Card,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,200.32,7,0.05,20.19,4,2023,4,Apr,2023-04,2023Q2,10.078873801916934,28.617142857142856,Low,Profitable,200.32,20.19
320,CA-2025-100319,2025-04-10,2025-04-11,First Class,Medium,CUST-3700,Noor Attari,5+ Years,36-45,Consumer,United States,Phoenix,Arizona,85001.0,West,Corporate Portal,Bank Transfer,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,450.93,1,0.1,58.21,1,2025,4,Apr,2025-04,2025Q2,12.908877209322956,450.93,Medium,Profitable,450.93,58.21
321,CA-2025-100320,2025-01-10,2025-01-12,Second Class,High,CUST-7815,Ahmed Butt,3-5 Years,36-45,Home Office,United States,Detroit,Michigan,48201.0,Central,Online,Bank Transfer,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,2258.06,4,0.1,125.72,2,2025,1,Jan,2025-01,2025Q1,5.56761113522227,564.515,Premium,Profitable,2258.06,125.72
322,CA-2023-100321,2023-04-27,2023-05-03,Same Day,Low,CUST-2647,Zain Siddiqui,1-2 Years,26-35,Home Office,United States,Newark,New Jersey,7102.0,East,Retail Store,Credit Card,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,64.58,3,0.2,-4.46,6,2023,4,Apr,2023-04,2023Q2,-6.9061628987302575,21.526666666666667,Very Low,Loss-Making,64.58,-4.46
323,CA-2025-100322,2025-03-01,2025-03-03,Second Class,Medium,CUST-7038,Hassaan Chaudhry,1-2 Years,36-45,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Online,Credit Card,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,109.29,4,0.0,5.13,2,2025,3,Mar,2025-03,2025Q1,4.693933571232501,27.3225,Low,Profitable,109.29,5.13
324,CA-2025-100323,2025-10-09,2025-10-13,First Class,Medium,CUST-6164,Omar Sheikh,New,46-60,Home Office,United States,Richmond,Virginia,23219.0,South,Online,Credit Card,Yes,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,510.4,9,0.0,16.23,4,2025,10,Oct,2025-10,2025Q4,3.1798589341692796,56.71111111111111,Medium,Profitable,510.4,16.23
325,CA-2024-100324,2024-09-25,2024-09-27,First Class,High,CUST-6520,Faraha Iqbal,3-5 Years,18-25,Home Office,United States,Columbus,Ohio,43215.0,East,Online,Bank Transfer,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,757.94,8,0.2,-19.4,2,2024,9,Sep,2024-09,2024Q3,-2.5595693590521673,94.7425,High,Loss-Making,757.94,-19.4
326,CA-2024-100325,2024-05-27,2024-05-28,Standard Class,Medium,CUST-4687,Rehan Azeem,New,46-60,Consumer,United States,Phoenix,Arizona,85001.0,West,Online,Credit Card,Yes,FUR-TA-1002,Furniture,Tables,Executive Conference Table,768.33,6,0.2,-176.53,1,2024,5,May,2024-05,2024Q2,-22.97580466726537,128.055,High,Loss-Making,768.33,-176.53
327,CA-2025-100326,2025-03-12,2025-03-14,Second Class,Medium,CUST-1596,Ahmed Siddiqui,3-5 Years,36-45,Consumer,United States,St. Louis,Missouri,63101.0,Central,Retail Store,Bank Transfer,No,TEC-MA-3004,Technology,Machines,Document Scanner,78.11,2,0.0,20.09,2,2025,3,Mar,2025-03,2025Q1,25.720138266547178,39.055,Very Low,Profitable,78.11,20.09
328,CA-2024-100327,2024-07-13,2024-07-22,Same Day,Medium,CUST-5545,Hassaan Hassan,1-2 Years,18-25,Corporate,United States,Minneapolis,Minnesota,55401.0,Central,Corporate Portal,Credit Card,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,310.47,8,0.15,19.35,9,2024,7,Jul,2024-07,2024Q3,6.232486230553676,38.80875,Medium,Profitable,310.47,19.35
329,CA-2024-100328,2024-05-02,2024-05-08,Same Day,High,CUST-9676,Ahmed Siddiqui,New,36-45,Consumer,United States,Richmond,Virginia,23219.0,South,Corporate Portal,Bank Transfer,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,19.56,1,0.05,3.9,6,2024,5,May,2024-05,2024Q2,19.938650306748468,19.56,Very Low,Profitable,19.56,3.9
330,CA-2025-100329,2025-06-15,2025-06-24,Same Day,Low,CUST-9837,Mariam Qureshi,5+ Years,26-35,Consumer,United States,Newark,New Jersey,7102.0,East,Retail Store,Credit Card,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,407.05,7,0.2,-23.12,9,2025,6,Jun,2025-06,2025Q2,-5.679891905171354,58.15,Medium,Loss-Making,407.05,-23.12
331,CA-2024-100330,2024-12-04,2024-12-08,Second Class,Critical,CUST-5757,Hassaan Chaudhry,5+ Years,26-35,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Online,Bank Transfer,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,65.41,2,0.25,-0.05,4,2024,12,Dec,2024-12,2024Q4,-0.07644091117566122,32.705,Very Low,Loss-Making,65.41,-0.05
332,CA-2024-100331,2024-08-03,2024-08-05,Same Day,Medium,CUST-5384,Iqra Khan,New,46-60,Consumer,United States,San Francisco,California,94102.0,West,Online,Credit Card,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,46.4,1,0.25,3.8,2,2024,8,Aug,2024-08,2024Q3,8.189655172413794,46.4,Very Low,Profitable,46.4,3.8
333,CA-2025-100332,2025-02-28,2025-03-04,Second Class,High,CUST-9912,Mariam Nawaz,3-5 Years,46-60,Consumer,United States,Chicago,Illinois,60601.0,Central,Online,Credit Card,Yes,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,935.27,5,0.2,-256.41,4,2025,2,Feb,2025-02,2025Q1,-27.415612603847023,187.054,High,Loss-Making,935.27,-256.41
334,CA-2025-100333,2025-05-10,2025-05-14,First Class,Medium,CUST-5733,Ali Chaudhry,3-5 Years,46-60,Corporate,United States,San Francisco,California,94102.0,West,Retail Store,Credit Card,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,553.54,2,0.0,90.11,4,2025,5,May,2025-05,2025Q2,16.278859703002492,276.77,Medium,Profitable,553.54,90.11
335,CA-2023-100334,2023-09-04,2023-09-11,Same Day,Medium,CUST-8081,Sara Rana,3-5 Years,46-60,Home Office,United States,Phoenix,Arizona,85001.0,West,Online,Credit Card,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,22.99,2,0.2,0.62,7,2023,9,Sep,2023-09,2023Q3,2.6968247063940844,11.495,Very Low,Profitable,22.99,0.62
336,CA-2023-100335,2023-06-03,2023-06-04,Second Class,High,CUST-9690,Faraha Khan,5+ Years,46-60,Corporate,United States,Columbus,Ohio,43215.0,East,Retail Store,Credit Card,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,653.9,2,0.1,119.49,1,2023,6,Jun,2023-06,2023Q2,18.27343630524545,326.95,Medium,Profitable,653.9,119.49
337,CA-2025-100336,2025-09-23,2025-09-27,First Class,Low,CUST-8117,Hassaan Rana,1-2 Years,46-60,Corporate,United States,Newark,New Jersey,7102.0,East,Corporate Portal,PayPal,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,18.06,1,0.0,5.26,4,2025,9,Sep,2025-09,2025Q3,29.12513842746401,18.06,Very Low,Profitable,18.06,5.26
338,CA-2024-100337,2024-11-27,2024-11-29,First Class,Low,CUST-5729,Danish Butt,3-5 Years,18-25,Consumer,United States,Nashville,Tennessee,37201.0,South,Retail Store,PayPal,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,73.11,2,0.1,13.33,2,2024,11,Nov,2024-11,2024Q4,18.232799890575848,36.555,Very Low,Profitable,73.11,13.33
