Row ID,Order ID,Order Date,Ship Date,Ship Mode,Order Priority,Customer ID,Customer Name,Customer Tenure Group,Customer Age Group,Segment,Country,City,State,Postal Code,Region,Sales Channel,Payment Method,Returned,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
219,CA-2025-100218,2025-08-12,2025-08-18,Second Class,Low,CUST-6694,Noor Butt,3-5 Years,36-45,Home Office,United States,Detroit,Michigan,48201.0,Central,Online,Cash on Delivery,No,TEC-CO-3003,Technology,Copiers,Laser Copier,1947.3,6,0.4,11.09
220,CA-2024-100219,2024-04-14,2024-04-16,Standard Class,High,CUST-7136,Sara Rauf,New,26-35,Home Office,United States,Chicago,Illinois,60601.0,Central,Online,Credit Card,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,50.91,3,0.0,3.84
221,CA-2025-100220,2025-11-11,2025-11-17,Same Day,Low,CUST-6485,Ayesha Rauf,3-5 Years,26-35,Corporate,United States,St. Louis,Missouri,63101.0,Central,Corporate Portal,PayPal,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,5.0,1,0.05,0.99
222,CA-2025-100221,2025-01-19,2025-01-25,Standard Class,High,CUST-5164,Ammar Qureshi,5+ Years,36-45,Home Office,United States,St. Louis,Missouri,63101.0,Central,Partner Reseller,PayPal,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,322.47,2,0.05,85.9
223,CA-2023-100222,2023-02-07,2023-02-12,Second Class,Medium,CUST-3346,Hassaan Chaudhry,5+ Years,26-35,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Online,Credit Card,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,1663.58,5,0.15,-29.38
224,CA-2023-100223,2023-08-18,2023-08-19,Same Day,Low,CUST-6039,Ayesha Siddiqui,3-5 Years,26-35,Consumer,United States,San Francisco,California,94102.0,West,Online,PayPal,No,TEC-MA-3004,Technology,Machines,Document Scanner,414.89,2,0.0,88.07
225,CA-2024-100224,2024-07-16,2024-07-19,First Class,High,CUST-5897,Hassaan Hassan,1-2 Years,26-35,Corporate,United States,New York City,New York,10001.0,East,Corporate Portal,Credit Card,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,2103.69,4,0.15,290.21
226,CA-2024-100225,2024-03-13,2024-03-16,Same Day,Low,CUST-9252,Rehan Azeem,1-2 Years,18-25,Consumer,United States,Portland,Oregon,97201.0,West,Retail Store,Bank Transfer,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,21.28,1,0.0,-0.77
227,CA-2023-100226,2023-01-27,2023-01-30,Same Day,High,CUST-6041,Faraha Khan,1-2 Years,36-45,Corporate,United States,Los Angeles,California,90001.0,West,Online,Bank Transfer,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,390.73,4,0.0,7.16
228,CA-2023-100227,2023-08-14,2023-08-15,First Class,Medium,CUST-4901,Danish Butt,New,26-35,Consumer,United States,Nashville,Tennessee,37201.0,South,Partner Reseller,Bank Transfer,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,51.7,2,0.2,9.38
229,CA-2025-100228,2025-03-08,2025-03-16,Standard Class,High,CUST-2337,Iqra Butt,1-2 Years,36-45,Home Office,United States,New York City,New York,10001.0,East,Online,PayPal,No,TEC-CO-3003,Technology,Copiers,Laser Copier,5500.0,5,0.05,563.15
230,CA-2023-100229,2023-10-11,2023-10-15,Second Class,Critical,CUST-2184,Ayesha Siddiqui,3-5 Years,36-45,Consumer,United States,Columbus,Ohio,43215.0,East,Retail Store,Bank Transfer,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,281.43,7,0.4,1.23
231,CA-2025-100230,2025-05-28,2025-05-31,First Class,Medium,CUST-5426,Hassaan Chaudhry,New,26-35,Consumer,United States,Atlanta,Georgia,30301.0,South,Online,PayPal,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,1188.45,5,0.0,120.08
232,CA-2025-100231,2025-08-17,2025-08-20,First Class,Medium,CUST-2551,Faraha Butt,New,36-45,Corporate,United States,Boston,Massachusetts,2108.0,East,Retail Store,PayPal,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,14.78,2,0.1,2.74
233,CA-2024-100232,2024-03-28,2024-04-01,Same Day,Medium,CUST-2629,Sara Rauf,3-5 Years,26-35,Home Office,United States,St. Louis,Missouri,63101.0,Central,Online,PayPal,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,306.9,2,0.0,-8.93
234,CA-2025-100233,2025-10-16,2025-10-21,Second Class,Low,CUST-2526,Hassaan Attari,New,36-45,Consumer,United States,Atlanta,Georgia,30301.0,South,Retail Store,Bank Transfer,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,884.08,2,0.05,80.04
235,CA-2025-100234,2025-03-26,2025-03-30,Standard Class,Medium,CUST-2361,Hassaan Hassan,New,18-25,Corporate,United States,Minneapolis,Minnesota,55401.0,Central,Partner Reseller,Credit Card,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,155.53,1,0.4,2.61
236,CA-2024-100235,2024-10-20,2024-10-28,Standard Class,High,CUST-5370,Fatima Rana,New,26-35,Consumer,United States,Miami,Florida,33101.0,South,Online,Bank Transfer,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,290.96,2,0.25,-25.66
237,CA-2024-100236,2024-06-30,2024-07-04,Same Day,High,CUST-6283,Rehan Azeem,3-5 Years,26-35,Consumer,United States,Portland,Oregon,97201.0,West,Retail Store,PayPal,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,194.42,6,0.0,24.55
238,CA-2025-100237,2025-12-08,2025-12-18,Standard Class,High,CUST-8610,Hamza Malik,3-5 Years,46-60,Corporate,United States,Philadelphia,Pennsylvania,19104.0,East,Online,Credit Card,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,89.86,3,0.1,9.54
239,CA-2023-100238,2023-01-17,2023-01-24,First Class,Medium,CUST-2993,Danish Khan,3-5 Years,18-25,Home Office,United States,Phoenix,Arizona,85001.0,West,Corporate Portal,Cash on Delivery,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,214.44,3,0.15,14.45
240,CA-2023-100239,2023-06-07,2023-06-09,Second Class,High,CUST-1869,Omar Nawaz,New,26-35,Corporate,United States,Minneapolis,Minnesota,55401.0,Central,Partner Reseller,PayPal,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,760.18,4,0.0,148.3
241,CA-2024-100240,2024-04-21,2024-04-29,Standard Class,High,CUST-2014,Ammar Rauf,3-5 Years,26-35,Consumer,United States,Los Angeles,California,90001.0,West,Corporate Portal,PayPal,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,166.63,4,0.0,22.92
242,CA-2025-100241,2025-12-05,2025-12-07,Same Day,Medium,CUST-1602,Zain Siddiqui,3-5 Years,18-25,Home Office,United States,Newark,New Jersey,7102.0,East,Retail Store,Bank Transfer,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,21.93,1,0.25,0.99
243,CA-2024-100242,2024-06-01,2024-06-07,First Class,Low,CUST-1690,Faraha Khan,1-2 Years,46-60,Corporate,United States,Miami,Florida,33101.0,South,Partner Reseller,Bank Transfer,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,144.45,7,0.3,-4.42
244,CA-2023-100243,2023-04-09,2023-04-12,Standard Class,Medium,CUST-9685,Mariam Nawaz,1-2 Years,36-45,Consumer,United States,Atlanta,Georgia,30301.0,South,Online,PayPal,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,487.67,2,0.4,-20.19
245,CA-2025-100244,2025-11-26,2025-12-03,First Class,High,CUST-1489,Ayesha Ahmed,1-2 Years,46-60,Consumer,United States,Minneapolis,Minnesota,55401.0,Central,Online,Credit Card,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,296.91,6,0.2,-13.51
246,CA-2023-100245,2023-10-07,2023-10-14,First Class,Medium,CUST-7864,Ayesha Khan,1-2 Years,18-25,Corporate,United States,St. Louis,Missouri,63101.0,Central,Retail Store,PayPal,No,TEC-MA-3004,Technology,Machines,Document Scanner,22752.26,6,0.15,1481.16
247,CA-2024-100246,2024-05-11,2024-05-17,Standard Class,High,CUST-8240,Danish Rauf,3-5 Years,26-35,Home Office,United States,Philadelphia,Pennsylvania,19104.0,East,Online,PayPal,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,1251.74,6,0.05,144.59
248,CA-2023-100247,2023-10-29,2023-11-04,First Class,Medium,CUST-8786,Abdullah Rauf,New,36-45,Consumer,United States,Richmond,Virginia,23219.0,South,Corporate Portal,PayPal,No,TEC-MA-3004,Technology,Machines,Document Scanner,3308.77,4,0.0,290.94
249,CA-2023-100248,2023-06-30,2023-07-03,Standard Class,Critical,CUST-9024,Abdullah Qureshi,1-2 Years,36-45,Home Office,United States,San Francisco,California,94102.0,West,Retail Store,PayPal,No,TEC-MA-3004,Technology,Machines,Document Scanner,320.35,1,0.0,37.89
250,CA-2024-100249,2024-08-29,2024-08-30,Same Day,Medium,CUST-1294,Sara Rauf,1-2 Years,26-35,Home Office,United States,St. Louis,Missouri,63101.0,Central,Online,Credit Card,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,366.05,3,0.15,-14.58
251,CA-2024-100250,2024-11-30,2024-12-03,Second Class,Medium,CUST-6488,Hassaan Hassan,1-2 Years,36-45,Home Office,United States,Charlotte,North Carolina,28201.0,South,Online,Credit Card,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,57.05,4,0.2,2.33
252,CA-2025-100251,2025-09-19,2025-09-21,Standard Class,Low,CUST-5027,Abdullah Ahmed,1-2 Years,46-60,Home Office,United States,Portland,Oregon,97201.0,West,Online,PayPal,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,750.52,3,0.2,-21.5
253,CA-2023-100252,2023-07-10,2023-07-15,First Class,Low,CUST-3912,Hamza Hassan,5+ Years,18-25,Home Office,United States,Chicago,Illinois,60601.0,Central,Retail Store,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,3219.39,7,0.3,-20.32
254,CA-2023-100253,2023-09-10,2023-09-13,Standard Class,High,CUST-5744,Hassaan Attari,3-5 Years,36-45,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Online,Bank Transfer,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,2502.58,2,0.25,-339.97
255,CA-2025-100254,2025-09-07,2025-09-16,Standard Class,Critical,CUST-2873,Sara Rana,3-5 Years,26-35,Home Office,United States,St. Louis,Missouri,63101.0,Central,Online,Bank Transfer,Yes,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,6.88,2,0.4,-1.28
256,CA-2025-100255,2025-07-16,2025-07-21,First Class,Medium,CUST-4258,Danish Khan,3-5 Years,60+,Home Office,United States,Nashville,Tennessee,37201.0,South,Retail Store,Credit Card,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,488.74,2,0.0,37.94
257,CA-2023-100256,2023-05-08,2023-05-14,First Class,Low,CUST-3817,Hassaan Chaudhry,New,36-45,Consumer,United States,New York City,New York,10001.0,East,Corporate Portal,Credit Card,Yes,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,8.95,2,0.2,-1.53
258,CA-2023-100257,2023-01-18,2023-01-20,Standard Class,Medium,CUST-9636,Mariam Siddiqui,3-5 Years,18-25,Home Office,United States,Phoenix,Arizona,85001.0,West,Partner Reseller,PayPal,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,1362.01,4,0.1,-64.1
259,CA-2024-100258,2024-07-19,2024-07-26,Second Class,Low,CUST-4641,Sara Rauf,1-2 Years,26-35,Home Office,United States,San Francisco,California,94102.0,West,Partner Reseller,Bank Transfer,No,OFF-AR-2004,Office Supplies,Art,Marker Set,23.21,5,0.0,2.19
260,CA-2024-100259,2024-07-23,2024-07-31,Second Class,Medium,CUST-5458,Sara Rauf,1-2 Years,60+,Home Office,United States,St. Louis,Missouri,63101.0,Central,Corporate Portal,Bank Transfer,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,169.33,5,0.4,-14.08
261,CA-2024-100260,2024-11-16,2024-11-20,Standard Class,High,CUST-6307,Ammar Rauf,New,36-45,Consumer,United States,Los Angeles,California,90001.0,West,Online,Cash on Delivery,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,407.75,7,0.25,63.52
262,CA-2024-100261,2024-09-17,2024-09-22,Standard Class,Critical,CUST-9933,Abdullah Hassan,New,26-35,Consumer,United States,Miami,Florida,33101.0,South,Corporate Portal,Credit Card,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,1396.44,8,0.0,376.71
263,CA-2025-100262,2025-05-03,2025-05-09,First Class,Low,CUST-3041,Ahmed Ahmed,New,36-45,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Online,Credit Card,Yes,TEC-AC-3002,Technology,Accessories,Wireless Mouse,347.79,7,0.0,-15.74
264,CA-2025-100263,2025-08-19,2025-08-21,First Class,Medium,CUST-1679,Abdullah Rauf,New,36-45,Consumer,United States,Richmond,Virginia,23219.0,South,Retail Store,PayPal,No,TEC-MA-3004,Technology,Machines,Document Scanner,834.63,1,0.15,117.03
265,CA-2023-100264,2023-06-04,2023-06-08,Second Class,Medium,CUST-6738,Ammar Chaudhry,New,18-25,Home Office,United States,New York City,New York,10001.0,East,Retail Store,PayPal,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,539.08,6,0.15,49.88
266,CA-2024-100265,2024-05-04,2024-05-07,Same Day,Low,CUST-6668,Omar Sheikh,3-5 Years,26-35,Home Office,United States,Seattle,Washington,98101.0,West,Corporate Portal,Credit Card,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,911.53,2,0.3,-92.32
267,CA-2025-100266,2025-02-23,2025-02-25,Same Day,Medium,CUST-8697,Hina Butt,New,36-45,Corporate,United States,Phoenix,Arizona,85001.0,West,Online,Cash on Delivery,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,34.1,1,0.0,-1.14
268,CA-2023-100267,2023-09-03,2023-09-06,First Class,Medium,CUST-9033,Abdullah Ahmed,1-2 Years,26-35,Home Office,United States,Richmond,Virginia,23219.0,South,Online,Cash on Delivery,No,TEC-CO-3003,Technology,Copiers,Laser Copier,5500.0,5,0.0,254.38
269,CA-2025-100268,2025-11-28,2025-11-29,Standard Class,Low,CUST-1062,Hina Siddiqui,3-5 Years,26-35,Consumer,United States,Boston,Massachusetts,2108.0,East,Retail Store,Credit Card,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,794.02,2,0.0,144.34
270,CA-2025-100269,2025-01-28,2025-01-29,First Class,Medium,CUST-8829,Noor Iqbal,New,46-60,Home Office,United States,Richmond,Virginia,23219.0,South,Online,Credit Card,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,71.37,1,0.0,12.47
271,CA-2024-100270,2024-06-21,2024-06-23,First Class,Low,CUST-8352,Fatima Rana,3-5 Years,26-35,Consumer,United States,Nashville,Tennessee,37201.0,South,Partner Reseller,PayPal,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,362.22,1,0.0,37.42
272,CA-2025-100271,2025-07-09,2025-07-18,First Class,Medium,CUST-7915,Ahmed Ahmed,3-5 Years,26-35,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Retail Store,Credit Card,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,105.58,1,0.3,1.91
273,CA-2024-100272,2024-02-12,2024-02-16,Second Class,Medium,CUST-9326,Mariam Nawaz,1-2 Years,26-35,Consumer,United States,San Francisco,California,94102.0,West,Retail Store,Credit Card,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,79.11,8,0.05,5.35
274,CA-2024-100273,2024-06-08,2024-06-17,First Class,High,CUST-4644,Ahmed Ahmed,New,36-45,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Corporate Portal,PayPal,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,56.63,1,0.05,4.67
275,CA-2025-100274,2025-04-07,2025-04-10,Second Class,High,CUST-5970,Hassaan Attari,New,36-45,Consumer,United States,Atlanta,Georgia,30301.0,South,Retail Store,Bank Transfer,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,271.76,2,0.0,22.48
276,CA-2025-100275,2025-06-21,2025-06-24,First Class,High,CUST-9003,Mariam Nawaz,1-2 Years,36-45,Consumer,United States,San Francisco,California,94102.0,West,Online,Bank Transfer,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,64.69,3,0.0,12.81
277,CA-2023-100276,2023-02-05,2023-02-09,Second Class,Medium,CUST-4278,Faraha Attari,New,26-35,Corporate,United States,New York City,New York,10001.0,East,Online,Credit Card,No,OFF-AR-2004,Office Supplies,Art,Marker Set,47.16,3,0.2,7.8
278,CA-2024-100277,2024-11-15,2024-11-18,First Class,Medium,CUST-8296,Ahmed Ahmed,New,36-45,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Online,Bank Transfer,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,422.72,8,0.15,54.94
279,CA-2023-100278,2023-01-20,2023-01-22,Same Day,Medium,CUST-4074,Omar Nawaz,New,46-60,Corporate,United States,Boston,Massachusetts,2108.0,East,Corporate Portal,Bank Transfer,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,109.25,1,0.2,-1.69
280,CA-2023-100279,2023-11-17,2023-11-22,Second Class,Low,CUST-9312,Hamza Attari,3-5 Years,26-35,Corporate,United States,Nashville,Tennessee,37201.0,South,Corporate Portal,Credit Card,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,233.24,4,0.1,43.79
281,CA-2024-100280,2024-05-26,2024-05-28,Same Day,High,CUST-8552,Noor Khan,New,26-35,Home Office,United States,Atlanta,Georgia,30301.0,South,Partner Reseller,Credit Card,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,69.31,5,0.05,14.57
282,CA-2024-100281,2024-02-04,2024-02-09,First Class,Medium,CUST-2637,Fatima Malik,3-5 Years,46-60,Corporate,United States,St. Louis,Missouri,63101.0,Central,Online,Bank Transfer,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,78.61,9,0.1,13.03
283,CA-2024-100282,2024-10-15,2024-10-20,Second Class,Medium,CUST-6103,Faraha Butt,New,26-35,Corporate,United States,New York City,New York,10001.0,East,Online,Cash on Delivery,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,75.61,5,0.05,8.07
284,CA-2025-100283,2025-08-29,2025-08-31,Second Class,Medium,CUST-1644,Abdullah Rauf,3-5 Years,26-35,Consumer,United States,St. Louis,Missouri,63101.0,Central,Online,Cash on Delivery,No,OFF-AR-2004,Office Supplies,Art,Marker Set,61.62,7,0.25,0.38
285,CA-2024-100284,2024-04-15,2024-04-16,Same Day,Medium,CUST-3032,Ahmed Siddiqui,New,18-25,Consumer,United States,Detroit,Michigan,48201.0,Central,Retail Store,Credit Card,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,10.68,1,0.0,1.36
286,CA-2025-100285,2025-04-13,2025-04-19,Same Day,Critical,CUST-3761,Sara Rauf,3-5 Years,26-35,Home Office,United States,St. Louis,Missouri,63101.0,Central,Online,PayPal,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,350.44,3,0.15,40.31
287,CA-2024-100286,2024-12-27,2024-12-31,Second Class,Medium,CUST-3068,Hassaan Attari,1-2 Years,26-35,Consumer,United States,Atlanta,Georgia,30301.0,South,Online,PayPal,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,2505.87,3,0.0,352.9
288,CA-2025-100287,2025-05-03,2025-05-04,Second Class,Medium,CUST-1241,Ahmed Siddiqui,1-2 Years,18-25,Consumer,United States,St. Louis,Missouri,63101.0,Central,Retail Store,PayPal,No,TEC-MA-3004,Technology,Machines,Document Scanner,853.43,8,0.15,82.05
289,CA-2023-100288,2023-02-20,2023-03-02,Second Class,Medium,CUST-3668,Zain Siddiqui,New,46-60,Home Office,United States,New York City,New York,10001.0,East,Online,Bank Transfer,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,211.79,1,0.3,-16.7
290,CA-2024-100289,2024-07-28,2024-07-29,Second Class,Critical,CUST-1802,Hamza Attari,1-2 Years,36-45,Corporate,United States,Nashville,Tennessee,37201.0,South,Retail Store,Credit Card,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,38.14,1,0.15,3.37
291,CA-2023-100290,2023-05-30,2023-06-04,Same Day,Medium,CUST-6059,Ayesha Malik,New,36-45,Corporate,United States,Nashville,Tennessee,37201.0,South,Online,PayPal,No,OFF-AR-2004,Office Supplies,Art,Marker Set,5.12,2,0.1,0.01
292,CA-2023-100291,2023-11-10,2023-11-20,First Class,Medium,CUST-1195,Hamza Hassan,1-2 Years,26-35,Home Office,United States,Chicago,Illinois,60601.0,Central,Online,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,461.96,1,0.3,79.53
293,CA-2024-100292,2024-07-23,2024-07-25,Second Class,Low,CUST-3187,Mariam Qureshi,New,36-45,Consumer,United States,St. Louis,Missouri,63101.0,Central,Online,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,542.57,2,0.15,34.71
294,CA-2023-100293,2023-11-01,2023-11-03,Standard Class,High,CUST-3330,Mariam Siddiqui,1-2 Years,26-35,Home Office,United States,Phoenix,Arizona,85001.0,West,Corporate Portal,Bank Transfer,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,3956.51,10,0.0,471.7
295,CA-2024-100294,2024-11-12,2024-11-14,Standard Class,Medium,CUST-5841,Mariam Nawaz,New,46-60,Consumer,United States,Atlanta,Georgia,30301.0,South,Online,Cash on Delivery,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,907.61,3,0.0,124.42
296,CA-2025-100295,2025-04-17,2025-04-20,Second Class,Medium,CUST-4606,Ammar Rauf,New,46-60,Consumer,United States,San Francisco,California,94102.0,West,Online,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,865.01,5,0.15,76.83
297,CA-2025-100296,2025-12-13,2025-12-15,Second Class,High,CUST-9468,Ammar Qureshi,3-5 Years,36-45,Home Office,United States,Charlotte,North Carolina,28201.0,South,Online,Bank Transfer,No,OFF-AR-2004,Office Supplies,Art,Marker Set,82.76,6,0.2,3.05
298,CA-2025-100297,2025-09-29,2025-10-04,Second Class,Critical,CUST-1060,Hassaan Attari,5+ Years,26-35,Consumer,United States,Seattle,Washington,98101.0,West,Online,Credit Card,Yes,TEC-PH-3001,Technology,Phones,Smart Office Phone,855.53,3,0.05,27.9
299,CA-2024-100298,2024-03-19,2024-03-20,First Class,Medium,CUST-4927,Abdullah Siddiqui,1-2 Years,46-60,Consumer,United States,Boston,Massachusetts,2108.0,East,Corporate Portal,PayPal,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,94.94,1,0.05,14.08
300,CA-2024-100299,2024-09-04,2024-09-08,First Class,High,CUST-7296,Iqra Hassan,3-5 Years,26-35,Home Office,United States,Richmond,Virginia,23219.0,South,Online,Bank Transfer,No,TEC-CO-3003,Technology,Copiers,Laser Copier,1733.67,2,0.4,-119.86
301,CA-2025-100300,2025-09-19,2025-09-29,Standard Class,Low,CUST-3591,Ayesha Khan,1-2 Years,18-25,Corporate,United States,Minneapolis,Minnesota,55401.0,Central,Corporate Portal,Credit Card,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,59.52,2,0.0,7.83
302,CA-2023-100301,2023-09-21,2023-09-27,Standard Class,High,CUST-9758,Danish Rana,1-2 Years,18-25,Corporate,United States,Columbus,Ohio,43215.0,East,Online,Credit Card,No,OFF-AR-2004,Office Supplies,Art,Marker Set,96.3,5,0.05,4.59
303,CA-2025-100302,2025-12-12,2025-12-17,Second Class,Medium,CUST-7121,Hassaan Hassan,New,60+,Home Office,United States,Philadelphia,Pennsylvania,19104.0,East,Corporate Portal,Credit Card,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,188.65,3,0.0,38.39
304,CA-2025-100303,2025-09-30,2025-10-03,Same Day,Medium,CUST-2200,Fatima Rana,New,26-35,Corporate,United States,Richmond,Virginia,23219.0,South,Corporate Portal,Credit Card,No,TEC-CO-3003,Technology,Copiers,Laser Copier,746.51,1,0.2,63.61
305,CA-2023-100304,2023-01-05,2023-01-10,First Class,High,CUST-3854,Ayesha Rauf,5+ Years,46-60,Corporate,United States,Los Angeles,California,90001.0,West,Retail Store,Credit Card,No,TEC-CO-3003,Technology,Copiers,Laser Copier,3544.79,4,0.0,484.09
306,CA-2025-100305,2025-02-12,2025-02-16,First Class,High,CUST-8024,Fatima Rana,1-2 Years,26-35,Consumer,United States,Chicago,Illinois,60601.0,Central,Retail Store,PayPal,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,1649.99,9,0.15,470.22
307,CA-2025-100306,2025-05-26,2025-05-29,First Class,Medium,CUST-7972,Hassaan Chaudhry,3-5 Years,26-35,Consumer,United States,Columbus,Ohio,43215.0,East,Online,Credit Card,Yes,TEC-CO-3003,Technology,Copiers,Laser Copier,5500.0,7,0.0,380.11
308,CA-2025-100307,2025-09-18,2025-09-20,Same Day,High,CUST-1136,Mariam Nawaz,1-2 Years,36-45,Consumer,United States,St. Louis,Missouri,63101.0,Central,Retail Store,PayPal,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,187.0,7,0.15,10.33
309,CA-2025-100308,2025-06-02,2025-06-09,Same Day,Low,CUST-2029,Hassaan Hassan,1-2 Years,26-35,Corporate,United States,Columbus,Ohio,43215.0,East,Online,Credit Card,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,2006.62,6,0.25,-177.13
310,CA-2023-100309,2023-02-16,2023-02-20,Standard Class,High,CUST-3594,Mariam Nawaz,1-2 Years,36-45,Consumer,United States,Atlanta,Georgia,30301.0,South,Online,Bank Transfer,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,516.03,2,0.05,106.78
311,CA-2025-100310,2025-05-16,2025-05-18,First Class,Medium,CUST-8206,Bilal Hassan,1-2 Years,36-45,Consumer,United States,San Francisco,California,94102.0,West,Corporate Portal,Bank Transfer,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,110.21,6,0.1,10.08
312,CA-2025-100311,2025-04-02,2025-04-05,Standard Class,Low,CUST-1661,Abdullah Qureshi,New,36-45,Home Office,United States,Seattle,Washington,98101.0,West,Online,Credit Card,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,23.22,1,0.05,4.18
313,CA-2025-100312,2025-07-24,2025-07-27,Standard Class,High,CUST-3472,Ali Chaudhry,1-2 Years,36-45,Corporate,United States,Miami,Florida,33101.0,South,Corporate Portal,Bank Transfer,No,TEC-MA-3004,Technology,Machines,Document Scanner,2052.79,5,0.05,238.09
314,CA-2024-100313,2024-10-17,2024-10-23,First Class,Medium,CUST-1086,Ammar Rauf,1-2 Years,18-25,Consumer,United States,Chicago,Illinois,60601.0,Central,Online,Credit Card,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,1449.69,5,0.2,75.51
315,CA-2023-100314,2023-09-26,2023-10-02,First Class,Medium,CUST-7219,Zain Siddiqui,5+ Years,26-35,Home Office,United States,St. Louis,Missouri,63101.0,Central,Retail Store,PayPal,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,442.26,1,0.0,-43.81
316,CA-2024-100315,2024-01-05,2024-01-11,First Class,Medium,CUST-9143,Danish Rana,1-2 Years,18-25,Corporate,United States,New York City,New York,10001.0,East,Partner Reseller,Bank Transfer,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,437.7,6,0.2,6.97
